Mod:Item:MetaData, Localized Name
Botania:doubleFlower1:6, Tall Mystical Pink Flower
Botania:doubleFlower1:7, Tall Mystical Gray Flower
Botania:doubleFlower2:0, Tall Mystical Light Gray Flower
Botania:doubleFlower2:1, Tall Mystical Cyan Flower
Botania:doubleFlower2:2, Tall Mystical Purple Flower
Botania:doubleFlower2:3, Tall Mystical Blue Flower
Botania:doubleFlower2:4, Tall Mystical Brown Flower
Botania:doubleFlower2:5, Tall Mystical Green Flower
Botania:doubleFlower2:6, Tall Mystical Red Flower
Botania:doubleFlower2:7, Tall Mystical Black Flower
Botania:fakeAir, tile.fakeAir.name
Botania:blazeBlock, tile.blazeBlock.name
Botania:corporeaInterceptor, tile.corporeaInterceptor.name
Botania:corporeaCrystalCube, tile.corporeaCrystalCube.name
Botania:incensePlate, tile.incensePlate.name
Botania:hourglass, tile.hourglass.name
Botania:ghostRail, tile.ghostRail.name
Botania:sparkChanger, tile.sparkChanger.name
Botania:root, tile.root.name
Botania:felPumpkin, tile.felPumpkin.name
Botania:cocoon, tile.cocoon.name
Botania:lightRelay:0, Luminizer
Botania:lightRelay:1, Detector Luminizer
Botania:lightLauncher, tile.lightLauncher.name
Botania:manaBomb, tile.manaBomb.name
Botania:cacophoniumBlock, tile.cacophoniumBlock.name
Botania:bellows, tile.bellows.name
Botania:bifrostPerm, tile.bifrostPerm.name
Botania:cellBlock, Fuel Cell Compartment
Botania:redStringInterceptor, tile.redStringInterceptor.name
Botania:gaiaHeadBlock, tile.gaiaHeadBlock.name
Botania:corporeaRetainer, tile.corporeaRetainer.name
Botania:teruTeruBozu, tile.teruTeruBozu.name
Botania:shimmerrock, tile.shimmerrock.name
Botania:shimmerwoodPlanks, tile.shimmerwoodPlanks.name
Botania:avatar, tile.avatar.name
Botania:altGrass:0, Dry Grass
Botania:altGrass:1, Golden Grass
Botania:altGrass:2, Vivid Grass
Botania:altGrass:3, Scorched Grass
Botania:altGrass:4, Infused Grass
Botania:altGrass:5, Mutated Grass
Botania:livingwood0Stairs, tile.livingwood0Stairs.name
Botania:livingwood0Wall, tile.livingwood0Wall.name
Botania:livingwood1Stairs, tile.livingwood1Stairs.name
Botania:livingrock0Stairs, tile.livingrock0Stairs.name
Botania:livingrock0Wall, tile.livingrock0Wall.name
Botania:livingrock1Stairs, tile.livingrock1Stairs.name
Botania:dreamwood0Stairs, tile.dreamwood0Stairs.name
Botania:dreamwood0Wall, tile.dreamwood0Wall.name
Botania:dreamwood1Stairs, tile.dreamwood1Stairs.name
Botania:prismarine0Stairs, tile.prismarine0Stairs.name
Botania:prismarine0Wall, tile.prismarine0Wall.name
Botania:prismarine1Stairs, tile.prismarine1Stairs.name
Botania:prismarine2Stairs, tile.prismarine2Stairs.name
Botania:reedBlock0Stairs, tile.reedBlock0Stairs.name
Botania:reedBlock0Wall, tile.reedBlock0Wall.name
Botania:thatch0Stairs, tile.thatch0Stairs.name
Botania:customBrick0Stairs, tile.customBrick0Stairs.name
Botania:customBrick1Stairs, tile.customBrick1Stairs.name
Botania:customBrick2Stairs, tile.customBrick2Stairs.name
Botania:customBrick3Stairs, tile.customBrick3Stairs.name
Botania:biomeStoneA:0, Metamorphic Forest Stone
Botania:biomeStoneA:1, Metamorphic Plains Stone
Botania:biomeStoneA:2, Metamorphic Mountain Stone
Botania:biomeStoneA:3, Metamorphic Fungal Stone
Botania:biomeStoneA:4, Metamorphic Swamp Stone
Botania:biomeStoneA:5, Metamorphic Desert Stone
Botania:biomeStoneA:6, Metamorphic Taiga Stone
Botania:biomeStoneA:7, Metamorphic Mesa Stone
Botania:biomeStoneA:8, Metamorphic Forest Cobblestone
Botania:biomeStoneA:9, Metamorphic Plains Cobblestone
Botania:biomeStoneA:10, Metamorphic Mountain Cobblestone
Botania:biomeStoneA:11, Metamorphic Fungal Cobblestone
Botania:biomeStoneA:12, Metamorphic Swamp Cobblestone
Botania:biomeStoneA:13, Metamorphic Desert Cobblestone
Botania:biomeStoneA:14, Metamorphic Taiga Cobblestone
Botania:biomeStoneA:15, Metamorphic Mesa Cobblestone
Botania:biomeStoneB:0, Metamorphic Forest Stone Bricks
Botania:biomeStoneB:1, Metamorphic Plains Stone Bricks
Botania:biomeStoneB:2, Metamorphic Mountain Stone Bricks
Botania:biomeStoneB:3, Metamorphic Fungal Stone Bricks
Botania:biomeStoneB:4, Metamorphic Swamp Stone Bricks
Botania:biomeStoneB:5, Metamorphic Desert Stone Bricks
Botania:biomeStoneB:6, Metamorphic Taiga Stone Bricks
Botania:biomeStoneB:7, Metamorphic Mesa Stone Bricks
Botania:biomeStoneB:8, Chiseled Metamorphic Forest Stone Brick
Botania:biomeStoneB:9, Chiseled Metamorphic Plains Stone Brick
Botania:biomeStoneB:10, Chiseled Metamorphic Mountain Stone Brick
Botania:biomeStoneB:11, Chiseled Metamorphic Fungal Stone Brick
Botania:biomeStoneB:12, Chiseled Metamorphic Swamp Stone Brick
Botania:biomeStoneB:13, Chiseled Metamorphic Desert Stone Brick
Botania:biomeStoneB:14, Chiseled Metamorphic Taiga Stone Brick
Botania:biomeStoneB:15, Chiseled Metamorphic Mesa Stone Brick
Botania:stone:0, Andesite
Botania:stone:1, Basalt
Botania:stone:2, Diorite
Botania:stone:3, Granite
Botania:stone:4, Polished Andesite
Botania:stone:5, Polished Basalt
Botania:stone:6, Polished Diorite
Botania:stone:7, Polished Granite
Botania:stone:8, Andesite Bricks
Botania:stone:9, Basalt Bricks
Botania:stone:10, Diorite Bricks
Botania:stone:11, Granite Bricks
Botania:stone:12, Chiseled Andesite Brick
Botania:stone:13, Chiseled Basalt Brick
Botania:stone:14, Chiseled Diorite Brick
Botania:stone:15, Chiseled Granite Brick
Botania:pavement:0, White Portuguese Pavement
Botania:pavement:1, Black Portuguese Pavement
Botania:pavement:2, Blue Portuguese Pavement
Botania:pavement:3, Red Portuguese Pavement
Botania:pavement:4, Yellow Portuguese Pavement
Botania:pavement:5, Green Portuguese Pavement
Botania:quartzTypeDark:0, Block of Smokey Quartz
Botania:quartzTypeDark:1, Chiseled Smokey Quartz Block
Botania:quartzTypeDark:2, Pillar Smokey Quartz Block
Botania:quartzStairsDark, tile.quartzStairsDark.name
Botania:quartzTypeMana:0, Block of Mana Quartz
Botania:quartzTypeMana:1, Chiseled Mana Quartz Block
Botania:quartzTypeMana:2, Pillar Mana Quartz Block
Botania:quartzStairsMana, tile.quartzStairsMana.name
Botania:quartzTypeBlaze:0, Block of Blaze Quartz
Botania:quartzTypeBlaze:1, Chiseled Blaze Quartz Block
Botania:quartzTypeBlaze:2, Pillar Blaze Quartz Block
Botania:quartzStairsBlaze, tile.quartzStairsBlaze.name
Botania:quartzTypeLavender:0, Block of Lavender Quartz
Botania:quartzTypeLavender:1, Chiseled Lavender Quartz Block
Botania:quartzTypeLavender:2, Pillar Lavender Quartz Block
Botania:quartzStairsLavender, tile.quartzStairsLavender.name
Botania:quartzTypeRed:0, Block of Redquartz
Botania:quartzTypeRed:1, Chiseled Redquartz Block
Botania:quartzTypeRed:2, Pillar Redquartz Block
Botania:quartzStairsRed, tile.quartzStairsRed.name
Botania:quartzTypeElf:0, Block of Elven Quartz
Botania:quartzTypeElf:1, Chiseled Elven Quartz Block
Botania:quartzTypeElf:2, Pillar Elven Quartz Block
Botania:quartzStairsElf, tile.quartzStairsElf.name
Botania:quartzTypeSunny:0, Block of Sunny Quartz
Botania:quartzTypeSunny:1, Chiseled Sunny Quartz Block
Botania:quartzTypeSunny:2, Pillar Sunny Quartz Block
Botania:quartzStairsSunny, tile.quartzStairsSunny.name
Botania:biomeStoneA0Stairs, tile.biomeStoneA0Stairs.name
Botania:biomeStoneA1Stairs, tile.biomeStoneA1Stairs.name
Botania:biomeStoneA2Stairs, tile.biomeStoneA2Stairs.name
Botania:biomeStoneA3Stairs, tile.biomeStoneA3Stairs.name
Botania:biomeStoneA4Stairs, tile.biomeStoneA4Stairs.name
Botania:biomeStoneA5Stairs, tile.biomeStoneA5Stairs.name
Botania:biomeStoneA6Stairs, tile.biomeStoneA6Stairs.name
Botania:biomeStoneA7Stairs, tile.biomeStoneA7Stairs.name
Botania:biomeStoneA8Stairs, tile.biomeStoneA8Stairs.name
Botania:biomeStoneA9Stairs, tile.biomeStoneA9Stairs.name
Botania:biomeStoneA10Stairs, tile.biomeStoneA10Stairs.name
Botania:biomeStoneA11Stairs, tile.biomeStoneA11Stairs.name
Botania:biomeStoneA12Stairs, tile.biomeStoneA12Stairs.name
Botania:biomeStoneA13Stairs, tile.biomeStoneA13Stairs.name
Botania:biomeStoneA14Stairs, tile.biomeStoneA14Stairs.name
Botania:biomeStoneA15Stairs, tile.biomeStoneA15Stairs.name
Botania:biomeStoneB0Stairs, tile.biomeStoneB0Stairs.name
Botania:biomeStoneB1Stairs, tile.biomeStoneB1Stairs.name
Botania:biomeStoneB2Stairs, tile.biomeStoneB2Stairs.name
Botania:biomeStoneB3Stairs, tile.biomeStoneB3Stairs.name
Botania:biomeStoneB4Stairs, tile.biomeStoneB4Stairs.name
Botania:biomeStoneB5Stairs, tile.biomeStoneB5Stairs.name
Botania:biomeStoneB6Stairs, tile.biomeStoneB6Stairs.name
Botania:biomeStoneB7Stairs, tile.biomeStoneB7Stairs.name
Botania:biomeStoneA0Wall:0, Metamorphic Forest Cobblestone Wall
Botania:biomeStoneA0Wall:1, Metamorphic Plains Cobblestone Wall
Botania:biomeStoneA0Wall:2, Metamorphic Mountain Cobblestone Wall
Botania:biomeStoneA0Wall:3, Metamorphic Fungal Cobblestone Wall
Botania:biomeStoneA0Wall:4, Metamorphic Swamp Cobblestone Wall
Botania:biomeStoneA0Wall:5, Metamorphic Desert Cobblestone Wall
Botania:biomeStoneA0Wall:6, Metamorphic Taiga Cobblestone Wall
Botania:biomeStoneA0Wall:7, Metamorphic Mesa Cobblestone Wall
Botania:stone0Stairs, tile.stone0Stairs.name
Botania:stone1Stairs, tile.stone1Stairs.name
Botania:stone2Stairs, tile.stone2Stairs.name
Botania:stone3Stairs, tile.stone3Stairs.name
Botania:stone8Stairs, tile.stone8Stairs.name
Botania:stone9Stairs, tile.stone9Stairs.name
Botania:stone10Stairs, tile.stone10Stairs.name
Botania:stone11Stairs, tile.stone11Stairs.name
Botania:stone0Wall:0, Andesite Wall
Botania:stone0Wall:1, Basalt Wall
Botania:stone0Wall:2, Diorite Wall
Botania:stone0Wall:3, Granite Wall
Botania:pavement0Stairs, tile.pavement0Stairs.name
Botania:pavement1Stairs, tile.pavement1Stairs.name
Botania:pavement2Stairs, tile.pavement2Stairs.name
Botania:pavement3Stairs, tile.pavement3Stairs.name
Botania:pavement4Stairs, tile.pavement4Stairs.name
Botania:pavement5Stairs, tile.pavement5Stairs.name
Botania:endStoneBrick0Stairs, tile.endStoneBrick0Stairs.name
Botania:endStoneBrick2Stairs, tile.endStoneBrick2Stairs.name
Botania:shimmerrock0Stairs, tile.shimmerrock0Stairs.name
Botania:shimmerwoodPlanks0Stairs, tile.shimmerwoodPlanks0Stairs.name
Botania:manaGlassPane, tile.manaGlassPane.name
Botania:elfGlassPane, tile.elfGlassPane.name
Botania:bifrostPermPane, tile.bifrostPermPane.name
Botania:quartzSlabDarkHalf:0, Smokey Quartz Slab
Botania:quartzSlabDarkFull:0, Smokey Quartz Slab
Botania:quartzSlabManaHalf:0, Mana Quartz Slab
Botania:quartzSlabManaFull:0, Mana Quartz Slab
Botania:quartzSlabBlazeHalf:0, Blaze Quartz Slab
Botania:quartzSlabBlazeFull:0, Blaze Quartz Slab
Botania:quartzSlabLavenderHalf:0, Lavender Quartz Slab
Botania:quartzSlabLavenderFull:0, Lavender Quartz Slab
Botania:quartzSlabRedHalf:0, Redquartz Slab
Botania:quartzSlabRedFull:0, Redquartz Slab
Botania:quartzSlabElfHalf:0, Elven Quartz Slab
Botania:quartzSlabElfFull:0, Elven Quartz Slab
Botania:quartzSlabSunnyHalf:0, Sunny Quartz Slab
Botania:quartzSlabSunnyFull:0, Sunny Quartz Slab
Botania:livingwood0Slab:0, Livingwood Slab
Botania:livingwood0SlabFull:0, Livingwood Slab
Botania:livingwood1Slab:0, Livingwood Plank Slab
Botania:livingwood1SlabFull:0, Livingwood Plank Slab
Botania:livingrock0Slab:0, Livingrock Slab
Botania:livingrock0SlabFull:0, Livingrock Slab
Botania:livingrock1Slab:0, Livingrock Brick Slab
Botania:livingrock1SlabFull:0, Livingrock Brick Slab
Botania:dreamwood0Slab:0, Dreamwood Slab
Botania:dreamwood0SlabFull:0, Dreamwood Slab
Botania:dreamwood1Slab:0, Dreamwood Plank Slab
Botania:dreamwood1SlabFull:0, Dreamwood Plank Slab
Botania:reedBlock0Slab:0, Reed Slab
Botania:reedBlock0SlabFull:0, Reed Slab
Botania:thatch0Slab:0, Thatch Slab
Botania:thatch0SlabFull:0, Thatch Slab
Botania:prismarine0Slab:0, Prismarine Slab
Botania:prismarine0SlabFull:0, Prismarine Slab
Botania:prismarine1Slab:0, Prismarine Brick Slab
Botania:prismarine1SlabFull:0, Prismarine Brick Slab
Botania:prismarine2Slab:0, Dark Prismarine Slab
Botania:prismarine2SlabFull:0, Dark Prismarine Slab
Botania:customBrick0Slab:0, Hellish Brick Slab
Botania:customBrick0SlabFull:0, Hellish Brick Slab
Botania:customBrick1Slab:0, Soul Brick Slab
Botania:customBrick1SlabFull:0, Soul Brick Slab
Botania:customBrick2Slab:0, Frosty Brick Slab
Botania:customBrick2SlabFull:0, Frosty Brick Slab
Botania:customBrick3Slab:0, Roof Tile Slab
Botania:customBrick3SlabFull:0, Roof Tile Slab
Botania:dirtPath0Slab:0, Trodden Dirt Slab
Botania:dirtPath0SlabFull:0, Trodden Dirt Slab
Botania:endStoneBrick0Slab:0, End Stone Brick Slab
Botania:endStoneBrick0SlabFull:0, End Stone Brick Slab
Botania:endStoneBrick2Slab:0, Ender Brick Slab
Botania:endStoneBrick2SlabFull:0, Ender Brick Slab
Botania:shimmerrock0Slab:0, Shimmerrock Slab
Botania:shimmerrock0SlabFull:0, Shimmerrock Slab
Botania:shimmerwoodPlanks0Slab:0, Shimmerwood Plank Slab
Botania:shimmerwoodPlanks0SlabFull:0, Shimmerwood Plank Slab
Botania:biomeStoneA0Slab:0, Metamorphic Forest Stone Slab
Botania:biomeStoneA0SlabFull:0, Metamorphic Forest Stone Slab
Botania:biomeStoneA1Slab:0, Metamorphic Plains Stone Slab
Botania:biomeStoneA1SlabFull:0, Metamorphic Plains Stone Slab
Botania:biomeStoneA2Slab:0, Metamorphic Mountain Stone Slab
Botania:biomeStoneA2SlabFull:0, Metamorphic Mountain Stone Slab
Botania:biomeStoneA3Slab:0, Metamorphic Fungal Stone Slab
Botania:biomeStoneA3SlabFull:0, Metamorphic Fungal Stone Slab
Botania:biomeStoneA4Slab:0, Metamorphic Swamp Stone Slab
Botania:biomeStoneA4SlabFull:0, Metamorphic Swamp Stone Slab
Botania:biomeStoneA5Slab:0, Metamorphic Desert Stone Slab
Botania:biomeStoneA5SlabFull:0, Metamorphic Desert Stone Slab
Botania:biomeStoneA6Slab:0, Metamorphic Taiga Stone Slab
Botania:biomeStoneA6SlabFull:0, Metamorphic Taiga Stone Slab
Botania:biomeStoneA7Slab:0, Metamorphic Mesa Stone Slab
Botania:biomeStoneA7SlabFull:0, Metamorphic Mesa Stone Slab
Botania:biomeStoneA8Slab:0, Metamorphic Forest Cobblestone Slab
Botania:biomeStoneA8SlabFull:0, Metamorphic Forest Cobblestone Slab
Botania:biomeStoneA9Slab:0, Metamorphic Plains Cobblestone Slab
Botania:biomeStoneA9SlabFull:0, Metamorphic Plains Cobblestone Slab
Botania:biomeStoneA10Slab:0, Metamorphic Mountain Cobblestone Slab
Botania:biomeStoneA10SlabFull:0, Metamorphic Mountain Cobblestone Slab
Botania:biomeStoneA11Slab:0, Metamorphic Fungal Cobblestone Slab
Botania:biomeStoneA11SlabFull:0, Metamorphic Fungal Cobblestone Slab
Botania:biomeStoneA12Slab:0, Metamorphic Swamp Cobblestone Slab
Botania:biomeStoneA12SlabFull:0, Metamorphic Swamp Cobblestone Slab
Botania:biomeStoneA13Slab:0, Metamorphic Desert Cobblestone Slab
Botania:biomeStoneA13SlabFull:0, Metamorphic Desert Cobblestone Slab
Botania:biomeStoneA14Slab:0, Metamorphic Taiga Cobblestone Slab
Botania:biomeStoneA14SlabFull:0, Metamorphic Taiga Cobblestone Slab
Botania:biomeStoneA15Slab:0, Metamorphic Mesa Cobblestone Slab
Botania:biomeStoneA15SlabFull:0, Metamorphic Mesa Cobblestone Slab
Botania:biomeStoneB0Slab:0, Metamorphic Forest Stone Brick Slab
Botania:biomeStoneB0SlabFull:0, Metamorphic Forest Stone Brick Slab
Botania:biomeStoneB1Slab:0, Metamorphic Plains Stone Brick Slab
Botania:biomeStoneB1SlabFull:0, Metamorphic Plains Stone Brick Slab
Botania:biomeStoneB2Slab:0, Metamorphic Mountain Stone Brick Slab
Botania:biomeStoneB2SlabFull:0, Metamorphic Mountain Stone Brick Slab
Botania:biomeStoneB3Slab:0, Metamorphic Fungal Stone Brick Slab
Botania:biomeStoneB3SlabFull:0, Metamorphic Fungal Stone Brick Slab
Botania:biomeStoneB4Slab:0, Metamorphic Swamp Stone Brick Slab
Botania:biomeStoneB4SlabFull:0, Metamorphic Swamp Stone Brick Slab
Botania:biomeStoneB5Slab:0, Metamorphic Desert Stone Brick Slab
Botania:biomeStoneB5SlabFull:0, Metamorphic Desert Stone Brick Slab
Botania:biomeStoneB6Slab:0, Metamorphic Taiga Stone Brick Slab
Botania:biomeStoneB6SlabFull:0, Metamorphic Taiga Stone Brick Slab
Botania:biomeStoneB7Slab:0, Metamorphic Mesa Stone Bricks Slab
Botania:biomeStoneB7SlabFull:0, Metamorphic Mesa Stone Bricks Slab
Botania:stone0Slab:0, Andesite Slab
Botania:stone0SlabFull:0, Andesite Slab
Botania:stone1Slab:0, Basalt Slab
Botania:stone1SlabFull:0, Basalt Slab
Botania:stone2Slab:0, Diorite Slab
Botania:stone2SlabFull:0, Diorite Slab
Botania:stone3Slab:0, Granite Slab
Botania:stone3SlabFull:0, Granite Slab
Botania:stone8Slab:0, Andesite Brick Slab
Botania:stone8SlabFull:0, Andesite Brick Slab
Botania:stone9Slab:0, Basalt Brick Slab
Botania:stone9SlabFull:0, Basalt Brick Slab
Botania:stone10Slab:0, Diorite Brick Slab
Botania:stone10SlabFull:0, Diorite Brick Slab
Botania:stone11Slab:0, Granite Brick Slab
Botania:stone11SlabFull:0, Granite Brick Slab
Botania:pavement0Slab:0, White Portuguese Pavement Slab
Botania:pavement0SlabFull:0, White Portuguese Pavement Slab
Botania:pavement1Slab:0, Black Portuguese Pavement Slab
Botania:pavement1SlabFull:0, Black Portuguese Pavement Slab
Botania:pavement2Slab:0, Blue Portuguese Pavement Slab
Botania:pavement2SlabFull:0, Blue Portuguese Pavement Slab
Botania:pavement3Slab:0, Red Portuguese Pavement Slab
Botania:pavement3SlabFull:0, Red Portuguese Pavement Slab
Botania:pavement4Slab:0, Yellow Portuguese Pavement Slab
Botania:pavement4SlabFull:0, Yellow Portuguese Pavement Slab
Botania:pavement5Slab:0, Green Portuguese Pavement Slab
Botania:pavement5SlabFull:0, Green Portuguese Pavement Slab
Avaritia:Double_Craft, Compressed Crafting Table
Avaritia:Triple_Craft, Double Compressed Crafting Table
Avaritia:Dire_Crafting, Dire Crafting Table
Avaritia:Crystal_Matrix, Crystal Matrix
Avaritia:Resource_Block:0, Cosmic Neutronium Block
Avaritia:Resource_Block:1, Infinity Block
Avaritia:Neutron_Collector, Neutron Collector
Avaritia:Neutronium_Compressor, Neutronium Compressor
avaritiaddons:CompressedChest, Compressed Chest
avaritiaddons:InfinityChest, Infinity Chest
avaritiaddons:ExtremeAutoCrafter, Dire Autocrafting Table
BiomesOPlenty:mud:0, Mud
BiomesOPlenty:mud:1, Quicksand
BiomesOPlenty:driedDirt, Dried Dirt
BiomesOPlenty:rocks:0, Limestone
BiomesOPlenty:rocks:1, Polished Limestone
BiomesOPlenty:rocks:2, Siltstone
BiomesOPlenty:rocks:3, Polished Siltstone
BiomesOPlenty:rocks:4, Shale
BiomesOPlenty:rocks:5, Polished Shale
BiomesOPlenty:ash, Ash Block
BiomesOPlenty:flesh, Flesh
BiomesOPlenty:plants:0, Dead Grass
BiomesOPlenty:plants:1, Desert Grass
BiomesOPlenty:plants:2, Desert Sprouts
BiomesOPlenty:plants:3, Dune Grass
BiomesOPlenty:plants:4, Spectral Fern
BiomesOPlenty:plants:5, Thorns
BiomesOPlenty:plants:6, Wild Rice
BiomesOPlenty:plants:7, Cattail
BiomesOPlenty:plants:8, River Cane
BiomesOPlenty:plants:12, Tiny Cactus
BiomesOPlenty:plants:13, Wither Wart
BiomesOPlenty:plants:14, Reed
BiomesOPlenty:plants:15, Root
BiomesOPlenty:flowers:0, Clover
BiomesOPlenty:flowers:1, Swampflower
BiomesOPlenty:flowers:2, Deathbloom
BiomesOPlenty:flowers:3, Glowflower
BiomesOPlenty:flowers:4, Blue Hydrangea
BiomesOPlenty:flowers:5, Orange Cosmos
BiomesOPlenty:flowers:6, Pink Daffodil
BiomesOPlenty:flowers:7, Wildflower
BiomesOPlenty:flowers:8, Violet
BiomesOPlenty:flowers:9, White Anemone
BiomesOPlenty:flowers:10, Waterlily
BiomesOPlenty:flowers:11, Enderlotus
BiomesOPlenty:flowers:12, Bromeliad
BiomesOPlenty:flowers:13, Eyebulb
BiomesOPlenty:flowers:15, Dandelion Puff
BiomesOPlenty:flowers2:0, Pink Hibiscus
BiomesOPlenty:flowers2:1, Lily of the Valley
BiomesOPlenty:flowers2:2, Burning Blossom
BiomesOPlenty:flowers2:3, Lavender
BiomesOPlenty:flowers2:4, Goldenrod
BiomesOPlenty:flowers2:5, Bluebells
BiomesOPlenty:flowers2:6, Miner's Delight
BiomesOPlenty:flowers2:7, Icy Iris
BiomesOPlenty:flowers2:8, Rose
BiomesOPlenty:stoneFormations:0, Stalagmite
BiomesOPlenty:stoneFormations:1, Stalactite
BiomesOPlenty:mushrooms:0, Toadstool
BiomesOPlenty:mushrooms:1, Portobello
BiomesOPlenty:mushrooms:2, Blue Milk Cap
BiomesOPlenty:mushrooms:3, Glowshroom
BiomesOPlenty:mushrooms:4, Flat Mushroom
BiomesOPlenty:mushrooms:5, Shadow Shroom
BiomesOPlenty:willow, Willow
BiomesOPlenty:ivy, Ivy
